31.199055	8.297700
30.882433	8.672665
31.436005	9.390069
30.872461	9.275590
30.556857	9.727321
30.557598	10.445563
30.810948	11.370166
30.452292	11.820082
30.477269	11.856440
30.025238	12.170593
30.521872	12.338061
29.025552	13.428425
29.128578	13.653278
28.935571	13.698527
28.675197	14.341803
28.753733	14.267551
28.032903	15.302558
27.565368	15.460606
27.236680	16.322642
27.042279	15.726327
26.196195	16.705862
26.110955	16.717324
25.066454	16.936855
25.061236	17.342639
24.341040	17.678436
23.957365	17.168528
23.759747	18.031253
22.852543	17.394233
22.402979	17.532263
21.750270	17.725362
21.038819	18.195889
21.162492	17.676849
21.056828	18.096151
20.154210	18.092215
19.641369	17.962884
18.903519	18.006231
19.202975	17.386623
18.169274	17.915028
18.155310	17.497057
17.406786	17.508612
16.759616	16.797921
16.713916	16.889233
16.246269	16.895373
15.492990	16.673230
15.503774	16.059660
15.252652	15.224672
14.317555	15.128006
13.896165	15.180322
13.747454	14.992906
13.403214	14.516584
13.230817	13.800932
12.622787	14.250157
12.645646	13.176718
12.498757	12.979960
12.012543	12.149090
11.802966	11.482128
11.201479	11.555457
11.070287	11.186082
10.851986	10.939157
10.809692	9.745530
11.053545	8.922810
10.557443	9.399837
11.682468	8.495048
11.222138	7.577784
10.396759	7.248506
10.712338	6.675395
11.093045	6.770844
10.702519	6.108612
11.194050	5.517413
11.799118	5.036728
11.586269	4.245718
11.802283	4.326452
11.731938	3.678714
12.098093	3.053793
12.113533	2.646225
12.903670	2.253866
12.954661	1.615308
13.641019	1.716162
14.111848	1.540001
14.416648	1.510289
14.453111	0.583151
14.698780	-0.131997
14.884555	-0.122477
15.703465	-0.761953
16.385234	-0.899709
16.436846	-1.147583
16.940013	-1.411628
17.639800	-1.237072
18.185847	-1.850624
17.981041	-1.457558
18.952028	-1.536701
19.441986	-1.557191
19.833135	-1.943039
20.644350	-1.794858
20.766856	-1.458314
21.128165	-1.977030
21.957793	-2.015013
22.509710	-1.373721
22.799872	-2.577167
23.592651	-1.856007
23.381215	-0.860129
23.989864	-1.576923
23.858128	-1.426245
25.394190	-1.425607
25.387860	-0.596661
26.044917	-1.222327
26.846523	-0.562493
26.968079	0.134891
27.214799	0.271922
27.470677	0.786404
28.014586	0.982529
28.611343	1.511862
28.300783	1.301109
29.040964	2.148270
29.581846	2.023174
29.185706	3.152194
30.056005	3.260807
30.281304	3.998957
30.010143	4.099993
29.998701	4.828045
30.731645	5.522067
30.971829	5.095312
31.006366	5.618159
31.140294	6.122374
30.610783	7.423684
31.169648	7.789764
30.825997	7.789263
30.881590	8.449714
30.570671	8.543629
31.329854	8.527279
30.989667	9.196110
31.150753	9.581057
31.190872	10.772876
30.259960	10.789642
30.633601	11.094556
30.252835	11.740521
30.323771	12.120474
30.152013	13.074118
29.814013	13.396206
29.049339	13.765353
28.962697	14.206856
28.765907	14.487280
29.301032	14.565814
28.369888	15.371911
28.329021	15.304030
27.371530	15.550864
26.909465	15.852598
26.613988	16.717649
25.842256	17.011919
25.931121	16.428986
25.058010	17.128849
24.229615	17.442575
24.430241	17.354180
23.217803	17.912054
22.647741	17.882349
22.794693	17.857920
21.925779	17.809542
21.437689	18.227930
21.160403	18.302616
20.559874	18.186507
20.138000	17.946559
19.786733	18.242527
18.858068	17.616994
18.349349	17.830501
17.600474	18.079738
17.633867	17.453406
17.478967	17.082894
16.607045	17.721471
16.516618	16.843915
16.088391	16.807740
15.796281	16.169749
15.382377	16.211672
14.480203	15.959741
14.046875	15.495706
13.952251	15.248134
13.389737	15.149781
13.694998	13.988301
13.362460	14.076314
12.686503	13.007363
12.260130	13.189311
12.293341	13.323062
11.717193	12.577509
11.673256	11.833616
11.371525	11.265158
11.405914	11.047634
11.580376	10.721526
11.356636	9.918170
11.393656	9.902684
10.717712	8.674463
11.012632	7.818558
10.655351	7.691050
11.082586	7.353549
11.106706	6.800811
11.464721	6.160444
11.497234	6.321807
11.479645	4.946917
11.272655	4.801863
11.445812	4.183838
11.161099	3.866429
11.853087	3.352820
11.755756	3.251307
12.755542	2.362829
13.023960	2.009611
13.092261	1.881167
13.254517	1.786412
13.747300	0.531592
14.540468	1.271885
14.835616	0.130623
14.684693	0.269641
15.273543	0.091185
15.305103	-0.105208
16.193098	-0.914544
16.738540	-0.987349
17.241982	-1.256178
16.977818	-1.578977
18.062691	-1.482088
18.133881	-1.598426
18.768536	-1.929872
19.611557	-1.878073
19.962329	-1.184520
20.324275	-2.032717
21.057514	-1.836138
21.868251	-2.181654
21.692317	-2.169818
21.973600	-2.058729
22.525777	-1.704281
23.082300	-2.008088
23.649442	-2.193073
24.501905	-1.466699
24.172945	-1.435362
25.329746	-1.018953
25.475066	-0.853338
26.476328	-0.413556
26.314793	-0.094062
26.984807	-0.473069
27.097388	-0.223657
27.554376	0.712953
28.044089	1.001237
28.398978	0.992391
28.636993	2.026991
29.440271	2.063162
29.553905	2.502681
30.211528	2.973977
29.816282	3.556998
30.441704	4.238721
29.691387	4.163947
30.688849	4.193894
30.761151	5.495914
30.665746	5.399347
31.090452	6.542371
31.224285	6.488595
31.325330	7.612396
31.170404	7.424755
31.230321	7.666220
30.897795	8.287082
30.758824	8.095874
30.969257	9.212493
31.042553	9.640672
31.183956	9.963580
30.548860	10.396320
30.502055	11.602097
31.380007	11.350907
30.115940	11.876064
30.670607	12.111532
30.151929	12.598159
29.443157	13.104055
29.303923	14.215747
28.975898	13.995257
28.866953	14.299579
28.799750	14.750085
27.545397	15.459609
28.272948	15.193213
27.511597	16.099738
26.710329	15.816108
26.419250	16.459603
26.115342	16.212906
25.670172	17.161971
25.485958	17.426775
24.986865	17.207330
24.077145	17.680017
23.662760	17.780790
23.432089	18.202541
22.752768	17.991559
22.557977	18.338239
21.508414	18.039668
21.351533	17.903327
20.791588	18.084299
20.618435	18.008539
19.295020	18.280316
19.199939	17.921415
18.721307	17.583489
17.513967	17.662426
18.109204	17.914209
18.103943	17.258021
16.727261	16.986319
16.429275	17.257557
15.761673	16.748783
15.586983	16.343866
14.942190	15.944165
14.624913	15.414587
14.756058	15.577634
13.648429	15.090776
13.379559	14.917854
13.197890	14.004460
12.868708	14.441119
13.048252	13.778767
12.954802	12.736576
11.802559	13.084626
11.676564	12.140263
11.820689	11.945443
11.369344	11.449219
11.924204	10.640068
11.684084	9.557998
11.252513	10.083935
11.170167	9.322701
10.840817	8.744435
11.137829	8.545639
11.238590	7.708183
10.959694	7.611778
11.537731	6.952498
11.227646	6.109373
11.085514	6.161339
11.346627	5.561388
11.705514	5.309880
11.422339	4.189303
11.705041	3.720221
12.654726	3.624541
12.035263	3.283565
12.718092	2.897090
12.957799	2.229183
13.487917	1.749468
13.487873	1.624532
12.928524	1.642922
13.768666	0.961175
14.551720	0.381656
14.865808	-0.136459
15.783012	-0.114674
16.036486	-0.689667
16.197416	-0.731382
16.519366	-0.805918
16.487385	-0.975994
17.978406	-1.267590
